"시스템키","체험마을명","시도명","시군구명","체험프로그램구분","체험프로그램명","보유시설정보","체험휴양마을면적","체험휴양마을사진","소재지도로명주소","대표자성명","대표전화번호","지정일자","홈페이지주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","제공기관명"
"2258","부여양송이마을","충청남도","부여군","농작물경작체험+자연생태체험+전통문화체험+만들기체험","나도요리사+물놀이체험+버섯돌이체험+양송이머핀만들기+양송이에코백만들기+양송이파스타+역사보고탐험대+자유학기진로체험+주말화덕피자+전부치기체험+인성학교프로그램+양송이화덕피자만들기+양송이치즈구이+양송이버거만들기체험+수영장(물놀이체험)+나만의화분심기","","","","충청남도 부여군 석성면 금백로 425","이원철","","2017-10-24","","충청남도 부여군청","36.244466","126.992256","2025-01-07","B552149","한국농어촌공사"
"2277","봉선부엉이체험마을","충청남도","서천군","만들기체험+자연생태체험","라탄바구니+제과+제빵+식체험+커피+차+초코렛체험+생태탐험+힐링길자연환경체험+목공+쿠미키","","","","충청남도 서천군 시초면 시초동로282번길 38-17","최규훈","","2021-03-23","","충청남도 서천군청","36.13257965","126.7722283","2025-01-07","B552149","한국농어촌공사"
"2278","봉암마을","충청남도","홍성군","기타","견학+쥐불놀이+엿만들기체험+쑥개떡체험+송편만들기+대나무물총만들기+떡메치기+마을전설과함께하는가족나들이+손두부체험+봄나물캐기+낙엽으로액자꾸미기","","","","충청남도 홍성군 금마면 봉수산로418번길 91","복명순","","2017-10-24","","충청남도 홍성군청","36.59597006","126.756347","2025-01-07","B552149","한국농어촌공사"
"2292","별마을","충청남도","서산시","농작물경작체험+만들기체험+기타","감자샐러드샌드위치+페트병화분만들기+쑥별떡만들기+비빔밥체험+농촌체험(농산물수확)+다육화분만들기+별석고방향제+별콩향초만들기+별자리목걸리만들기+고구마맛탕만들기","","","","충청남도 서산시 해미면 오학별마을길 30-2","이승희","041-688-0070","2017-10-24","","충청남도 서산시청","36.719445","126.553065","2025-01-07","B552149","한국농어촌공사"
"2295","볏가리마을","충청남도","태안군","농작물경작체험+기타+전통문화체험+만들기체험","인절미만들기+오디수확+염전체험+볏가릿대세우기+갯벌체험+고구마수확+다육식물화분만들기+두부만들기+동물농장체험+감자수확","","","","충청남도 태안군 이원면 볏가리길 62","손영철","041-672-7296","2017-10-24","","충청남도 태안군청","36.898398","126.293999","2025-01-07","B552149","한국농어촌공사"
"2298","보리감자마을","충청남도","공주시","농작물경작체험+기타","감자캐기+농작물수확+딸기화분만들기+보리감자마을축제+생태체험+오미자팝콘만들기+합동새배+알밤줍기+산신제+떡메치기+달집태우기+김장담그기","","","","충청남도 공주시 유구읍 안동해동길 5","최중근","","2017-10-24","","충청남도 공주시청","36.613039","127.01966","2025-01-07","B552149","한국농어촌공사"
"2312","백제인동마을","충청남도","부여군","기타","계절별두부만들기체험+연만들기+연날리기+텃밭채소로비빔밥만들기+알밤줍기체험+계절별떡만들기체험+꽃부채만들기+시기별농산물수확체험+나만의도자기목걸이만들기","","","","충청남도 부여군 은산면 지천로 539-3","이길용","041-833-7564","2017-10-24","","충청남도 부여군청","36.360794","126.842796","2025-01-07","B552149","한국농어촌공사"
"2318","밤톨이마을","충청남도","공주시","농작물경작체험+전통문화체험+만들기체험+기타","공룡만들기+밤을넣어만든음식+새총쏘기+알밤줍고추억담고+불피우기+밤양갱(밤묵)만들기+밤붕어빵만들기","","","","충청남도 공주시 정안면 북계새뜸길 61","이행희","041-854-7770","2017-10-24","","충청남도 공주시청","36.560983","127.123216","2025-01-07","B552149","한국농어촌공사"
"2322","방길동마을","충청남도","서산시","기타","감자캐기체험","","","","충청남도 서산시 팔봉면 팔봉산로 122","지선하","041-669-0111","2017-10-24","","충청남도 서산시청","36.819501","126.366783","2025-01-07","B552149","한국농어촌공사"
"2332","백곡리마을","충청남도","청양군","농작물경작체험+만들기체험","구기자따기+나무컵받침만들기+블루베리따기","","","","충청남도 청양군 정산면 백곡길 154","윤상기","041-942-4003","2017-10-24","","충청남도 청양군청","36.416646","126.969732","2025-01-07","B552149","한국농어촌공사"
"2338","바둑골마을","충청남도","청양군","농작물경작체험+전통문화체험+건강","농산물수확체험+체력단련+향토음식+천연화장품만들기+밤줍기+수영체험+숲속탐방+아로마테라피+산나물채취체험+물썰매(눈썰매)타기","","","","충청남도 청양군 정산면 남천바둑골길 108","이현정","041-943-3663","2017-10-24","","충청남도 청양군청","36.454036","126.98393","2025-01-07","B552149","한국농어촌공사"
"2341","바리실마을","충청남도","금산군","농작물경작체험+기타","고구마캐기+약초캐기+친환경농법체험+옛생활물품전시장체험+사과체험+농수산물직거래+농촌동물체험+무공해자동차타보기+농촌일손돕기","","","","충청남도 금산군 제원면 바리실길 187","임윤빈","","2017-10-24","","충청남도 금산군청","36.132919","127.524997","2025-01-07","B552149","한국농어촌공사"
"2360","신현(쌈지돈)마을","충청남도","보령시","농작물경작체험+만들기체험+자연생태체험+건강+기타","EM비누만들기+고구마캐기+논두렁밭두렁+동력패러글라이딩A+떡메치기+벼베기+삼색칼국수/삼색수제비+손두부만들기+텃밭정원가꾸기교육+추억훔치기-헛서리+인식물키우기+연만들기+씨앗파종+쑥개떡만들기+쌀강정만들기+수제소세지만들기+수경재배체험+황토염색체험+환경산업/EM쥬스만들기+향기산업/직업체험+토끼야오리야놀자+테라리움만들기+샤인머스켓수확+봄체험패키지+모내기체험+동력패러글라이딩B+다육이화분만들기+김치담그기","","","","충청남도 보령시 천북면 삼산농현길 147-17","편용범","041-641-7744","2017-10-24","","충청남도 보령시청","36.48283039","126.5959047","2025-01-07","B552149","한국농어촌공사"
"2375","시골애마을","충청남도","논산시","기타","딸리체험+우렁이방사","","","","충청남도 논산시 광석면 장마루로516번길 18-3","윤주보","","2017-10-24","","충청남도 논산시청","36.26140563","127.0803853","2025-01-07","B552149","한국농어촌공사"
"2451","장고도어촌체험휴양마을","충청남도","보령시","어촌생활체험","바지락캐기체험+소라잡기체험+낚지,해상잡기체험","교육장+주차장+마을회관","","https://www.seantour.kr/vill/VILL_0000000009/JF_00000000000003269/VILL_0000000009/7327F91858684663B762F9A93439F2BA.jpg","충청남도 보령시 오천면 장고도1길 100-177","편도진","","2011-09-27","http://www.장고도어촌체험마을.kr/","한국어촌어항공단","36.4010876","126.3548438","2025-01-21","B553968","한국어촌어항공단"
"2452","무창포어촌체험휴양마을","충청남도","보령시","어촌생활체험+기타","바지락캐기체험+해변관광열차타기체험+양궁배우기체험","주차장+체험안내소+체험도구 보관장","","https://www.seantour.kr/vill/VILL_0000000081/JF_00000000000003264/VILL_0000000081/D80D314E06CD45F0A330229F10006D21.jpg","충청남도 보령시 웅천읍 열린바다1길 28","이종길","041-934-3504","2019-03-05","http://www.무창포어촌체험마을.kr/","한국어촌어항공단","36.24317652","126.5354631","2025-01-21","B553968","한국어촌어항공단"
"2463","대야도어촌체험휴양마을","충청남도","태안군","어촌생활체험+레포츠","바지락캐기체험+선상낚시체험","교육장+주차장+안내실+체험도구 보관장","","https://www.seantour.kr/vill/VILL_0000000083/JF_00000000000003261/VILL_0000000083/95330B71D12A413691F8066BBBC5333A.jpg","충청남도 태안군 안면읍 대야로 349","정재봉","041-673-9673","2016-04-14","http://www.대야도어촌체험마을.kr/","한국어촌어항공단","36.46694367","126.4152899","2025-01-21","B553968","한국어촌어항공단"
"2464","가경주어촌체험휴양마을","충청남도","태안군","어촌생활체험+어촌생활체험","바지락캐기체험+쏙잡기체험+독살체험","교육장+주차장+체험센터","","https://www.seantour.kr/vill/VILL_0000000179/JF_00000000000003323/VILL_0000000179/3A67502B481B45FF972AF374DBF1659E.jpg","충청남도 태안군 고남면 가경주길77","편도관","041-672-5452","2015-07-28","http://www.가경주체험마을.com/","한국어촌어항공단","36.41530016","126.4091494","2025-01-21","B553968","한국어촌어항공단"
"2466","삽시도어촌체험휴양마을","충청남도","보령시","어촌생활체험","바지락체험+소라잡기체험+낚지잡기체험","교육장+주차장+체험센터","","https://www.seantour.com/newseantour/upload/LC_IMG/thumbnail/20200818/22D82E899F5C40498AF7D41DF8012136.jpg","충청남도 보령시 오천면 삽시도1길 213","강동회","041-936-0825","2012-02-09","http://www.삽시도어촌체험마을.kr/","한국어촌어항공단","36.35132803","126.363439","2025-01-21","B553968","한국어촌어항공단"
"2467","군헌어촌체험휴양마을","충청남도","보령시","어촌생활체험","바지락캐기체험","주차장","400000","https://www.seantour.kr/vill/VILL_0000000150/JF_00000000000003291/VILL_0000000150/6916DFE7A54647A3A5ED7C40925EEF7F.jpg","충청남도 보령시 해안로 607-5","최종인","0507-1400-418","2010-04-16","http://www.군헌어촌체험마을.kr/","한국어촌어항공단","36.3369616","126.5331937","2025-01-21","B553968","한국어촌어항공단"
"2468","중리어촌체험휴양마을","충청남도","서산시","어촌생활체험+기타+만들기체험","바지락캐기체험+깡통열차타기체험+감태 초콜렛 만들기체험","실내체험장+교육장+주차장+어민행복관","","https://www.seantour.com/newseantour/upload/common/common_161201415889400.png","충청남도 서산시 지곡면 어름들2길 66","박현규","041-665-9498","2012-09-12","http://www.중리어촌체험마을.kr/","한국어촌어항공단","36.88040246","126.3845439","2025-01-21","B553968","한국어촌어항공단"
"2469","왕산어촌체험휴양마을","충청남도","서산시","어촌생활체험+만들기체험","바지락 캐기+감태비누만들기","교육장+주차장","10000","https://www.seantour.com/newseantour/upload/common/common_1012617745648100.png","충청남도 서산시 지곡면 왕산이로 667-10","김종배","041-662-7118","2014-12-29","http://www.왕산어촌체험마을.kr/","한국어촌어항공단","36.87316575","126.3700295","2025-01-21","B553968","한국어촌어항공단"
"2470","월하성어촌체험휴양마을","충청남도","서천군","어촌생활체험","바지락, 동죽 캐기","실내체험장+교육장+주차장","","https://www.seantour.com/newseantour/upload/LC_IMG/thumbnail/20200728/A79C93BF9B2B4D6DA7B7FB87FEBE55CF.jpg","충청남도 서천군 서면 월하성길 96","최병혁","","2022-02-24","http://www.월하성어촌체험마을.kr/","한국어촌어항공단","36.13294484","126.5622997","2025-01-21","B553968","한국어촌어항공단"
"2471","선도리어촌체험휴양마을","충청남도","서천군","어촌생활체험+만들기체험","바지락캐기,굴따기체험+맛조개,동죽캐기체험+추억새기기체험","교육장+주차장+체험안내소+먹거리체험장+농수산물 판매장+판매장식당+회의실","","https://www.seantour.kr/vill/VILL_0000000146/JF_00000000000003298/VILL_0000000146/51E9277B495D489A866912DF3BA93E89.jpg","충청남도 서천군 비인면 갯벌체험로 428-13","박선순","041-952-5212","2018-11-14","https://seondori.com/","한국어촌어항공단","36.13285186","126.5828138","2025-01-21","B553968","한국어촌어항공단"
"2472","용신어촌체험휴양마을","충청남도","태안군","어촌생활체험","바지락 캐기","주차장","","https://www.seantour.kr/vill/VILL_0000000001/JF_00000000000003267/VILL_0000000001/DB2BC2D0F6254891AD24CD2F51805237.jpg","충청남도 태안군 근흥면 용도로 470-91","윤명상","041-673-0401","2015-08-25","http://www.용신어촌체험마을.kr/","한국어촌어항공단","36.70582661","126.2390094","2025-01-21","B553968","한국어촌어항공단"
"2473","병술만어촌체험휴양마을","충청남도","태안군","어촌생활체험","바지락캐기체험","주차장+체험안내실+매점","","https://www.seantour.kr/vill/VILL_0000000003/JF_00000000000003265/VILL_0000000003/8A42D47FF08A48C99A7A72435AA873B3.jpg","","김재복","041-673-6191","2022-10-20","http://www.병술만어촌체험마을.kr/","한국어촌어항공단","36.47331108","126.3442883","2025-01-21","B553968","한국어촌어항공단"
"2474","만대어촌체험휴양마을","충청남도","태안군","어촌생활체험","바지락 캐기","주차장","","https://www.seantour.kr/vill/VILL_0000000010/JF_00000000000003286/VILL_0000000010/8BB56C6E70DD454F894E70798A937988.jpg","충청남도 태안군 이원면 원이로 2394","김진묵","","2014-12-10","http://www.만대어촌체험마을.kr/","한국어촌어항공단","36.93275584","126.3033634","2025-01-21","B553968","한국어촌어항공단"
"2475","송석해의마을어촌체험휴양마을","충청남도","서천군","어촌생활체험","기타","","","","충청남도 서천군 마서면 송신로 707","이상진","","2014-12-10","","한국어촌어항공단","36.07730186","126.6205002","2025-01-21","B553968","한국어촌어항공단"
"2506","송정그림책마을","충청남도","부여군","전통문화체험+전통음식체험+만들기체험","강의+대관()+들려주는그림책+마을사업강의()+음료()+할머니도시락+하냥살응게이냥좋아+체험()+인형극삼녀의꿈+이야기산책+들려주는그림책+이야기산책+송정마을그림책+마을사업강의+대관비+기념품()+느린그림엽서+대관()","","","","충청남도 부여군 양화면 양화북로222번길 13-1 (송정리, 그림책읽는 마을찻집)","박상신","041-837-8030","2024-02-08","","충청남도 부여군청","36.137241","126.831087","2025-01-07","B552149","한국농어촌공사"
"2508","송죽마을","충청남도","부여군","농작물경작체험+만들기체험+전통문화체험","김장체험+두부만들기+방울토마토따기+손수건+티셔츠염색체험+추억의도시락+천연비누만들기+짚공예+전래놀이+억새연필꽂이만들기+억새발만들기+압화공예(부채)+송편+인절미떡만들기+소원풍등날리기+바베큐구워먹기체험+대나무화분심기+달집태우기(고구마+밤구워먹기)+대나무압화향초만들기+대나무통밥만들기","","","","충청남도 부여군 장암면 원문로 53-6","이화형","041-837-1152","2017-10-24","","충청남도 부여군청","36.23534815","126.8811523","2025-01-07","B552149","한국농어촌공사"
"2529","솔마당마을","충청남도","서산시","기타+만들기체험","농사체험+쪽마늘꿀조리림+홀태체험+편강만들기+콩천대+찹쌀고추장만들기+쪽마늘소스만들기+짚풀공예+마늘된장만들기+생강향초만들기+솔방울꾸러미만들기+인절미체험+마늘짱아지만들기+땅콩팔지만들기","","","","충청남도 서산시 인지면 성리동산길 73","이수혜","041-668-0063","2017-10-24","","충청남도 서산시청","36.78380383","126.4003677","2025-01-07","B552149","한국농어촌공사"
"2535","솟대마을","충청남도","천안시","기타+자연생태체험+전통문화체험","나무목걸이만들기+솟대만들기+짚풀공예+손수건천연염색+두부만들기+떡메치기+물고기잡기","","","","충청남도 천안시 동남구 북면 양곡2길 3","유수진","041-553-2580","2017-10-24","","충청남도 천안시청","36.85138039","127.2813215","2025-01-07","B552149","한국농어촌공사"
"2570","소랭이마을","충청남도","공주시","농작물경작체험+만들기체험+자연생태체험+전통문화체험","귀촌(밤단호박찜)+귀촌(약식)+귀촌(양초체험)+귀촌(타일공예)+밤물김치(귀촌)+우리것+세상채우기(찾아가는+우리것+세상채우기+압화도자기(찾아가는)+압화도자기+밤트레킹+군밤+밤트레킹+밤전만들기+밤양갱만들기(찾아가는)+밤양갱만들기+전통놀이(소)+전통놀이(대)+율피비누만들기(찾아가는)+율피비누만들기+율란(찾아가는)+율란+귀촌(테라리움)+귀촌(율피)+귀촌(양갱이체험)+귀촌(압화)+귀촌(밤물김치)+귀촌(수확작물음식만들기)","","","","충청남도 공주시 정안면 정안마곡사로 396","임슬아","","2017-10-24","","충청남도 공주시청","36.6272931","127.0829962","2025-01-07","B552149","한국농어촌공사"
"2620","상리마을","충청남도","홍성군","기타+전통문화체험","감따기및곶감만들기+자연염색체험+쑥개떡만들기+소원북만들기+백일상체험+문화센터교실+나무액자만들기+농촌체험+다도+예절+딸기쨈만들기+딸기따기+꽃차만들기","","","","충청남도 홍성군 홍북읍 매죽헌길 423","황선영","","2017-10-24","","충청남도 홍성군청","36.644421","126.732841","2025-01-07","B552149","한국농어촌공사"
"2643","삼태미마을","충청남도","논산시","기타","도예체험+딸기따기+쨈만들기+천연염색+딸기인절미","","","","충청남도 논산시 노성면 호월로 387-3","윤성로","","2017-10-24","","충청남도 논산시청","36.322246","127.10414","2025-01-07","B552149","한국농어촌공사"
"2678","가파마을","충청남도","청양군","농작물경작체험+전통문화체험+만들기체험+기타","계란꾸러미만들기+김치만들기+다식만들기+카네이션화분만들기+체험종+쪽염색+전통두부만들기+유기농구기자효소만들기+쑥개떡만들기체험+배송키트대나무헬리콥터+떡메치기+대나무헬리콥터키트+나의나무그리기+김장김치만들기+고추장떡만들기+구기자고추장g+구기자볶음소금만들기+구기자고추장kg","","","","충청남도 청양군 대치면 가파로 506-8","임상혁","041-944-2401","2017-10-24","","충청남도 청양군청","36.497758","126.880034","2025-01-07","B552149","한국농어촌공사"
"2681","갈숲마을","충청남도","서천군","만들기체험+건강+기타","과일청만들기+베틀체첨+소곡주빚기+천연발효식초+한방소화제+소곡주시음체험+소곡주병DIY+목공+기능성소금+모시송편만들기","","","","충청남도 서천군 한산면 신성로 283","최재형","041-951-2077","2017-10-24","","충청남도 서천군청","36.075779","126.838272","2025-01-07","B552149","한국농어촌공사"
"2687","강당골마을","충청남도","아산시","농작물경작체험+만들기체험+자연생태체험+기타","과일젤리만들기+광덕산생태체험+다육이체험+무드등만들기+블루베리체험+쉐이커만들기+스칸디아모스콜라주+연잎밥만들기+펜+커피젤리만들기+천연꿀비누만들기+천아트+전통무예천무극체험+스트링공예+스칸디아모스컵바구니+셀프도자기머그컵만들기+민박숙박+매실청만들기+다육이액자","","","","충청남도 아산시 송악면 강당학마을길 7","조혜경","041-545-7433","2017-10-24","","충청남도 아산시청","36.716931","127.015455","2025-01-07","B552149","한국농어촌공사"
"2697","거북이마을","충청남도","홍성군","농작물경작체험+전통문화체험+건강+자연생태체험+만들기체험+기타","거북이마당놀이체험+고비만들기+김장체험+대나무숲+보개산숲길체험+떡메치기+밥상머리교육+새집만들기+연필꽂이만들기+향긋한봄나물고사리꺾기+전통제례체험+전통예절체험+수선화화분만들기+사례발표+마을해설+동글이감자캐기+나무화분만들기+고구마캐기","","","","충청남도 홍성군 구항면 거북로 422-41","전병환","041-631-0402","2017-10-24","","충청남도 홍성군청","36.57248008","126.612052","2025-01-07","B552149","한국농어촌공사"
"2700","계룡넓은돌마을","충청남도","계룡시","기타+만들기체험","딸기고추장만들기+체험+빨강에미치다+하우스터널고추따기+체험+White에미끄러지다+빨간맛_딸기따기체험+아로마디퓨저만들기체험+우리쌀강정만들기체험+천연비누만들기체험+사랑에너지+Yellow+땅속의보물감자캐","","","","충청남도 계룡시 엄사면 나분들길 16","송무선","042-841-0074","2017-10-24","","충청남도 계룡시청","36.266039","127.224243","2025-01-07","B552149","한국농어촌공사"
"2701","계룡산상신농촌체험휴양마을","충청남도","공주시","농작물경작체험+건강+만들기체험+전통문화체험","두부체험+만두만들기+만두전골체험+방과후학습+인절미체험+청국장만들기체험+한국전통명상체험+전통촌락문화탐방+상신호흡학교철야명상+바베큐체험","","","","충청남도 공주시 반포면 상하신길 396","최지훈","041-852-1479","2017-10-24","","충청남도 공주시청","36.384491","127.220108","2025-01-07","B552149","한국농어촌공사"
"2709","고미당마을","충청남도","홍성군","농작물경작체험+기타+전통문화체험","고추체험+텃밭식당+종가음식시범사업+정월대보름행사+동행길+딸기체험+식기박물관+작가와의만남+예당큰집+고택체험","","","","충청남도 홍성군 장곡면 무한로 987","최금숙","","2017-10-24","","충청남도 홍성군청","36.497229","126.7444298","2025-01-07","B552149","한국농어촌공사"
"2713","고살메갈꽃체험마을","충청남도","서천군","만들기체험","가죽팔찌만들기+모시앤틱반지만들기+모시팔찌만들기(소)+은귀걸이만들기+평반지만들기+실반지만들기+모시팔찌만들기(대)+모시브로치만들기+꽈배기반지만들기+모시-링만들기","","","","충청남도 서천군 서천읍 삼산남길 66","한병우","","2017-10-24","","충청남도 서천군청","36.063535","126.721653","2025-01-07","B552149","한국농어촌공사"
"2717","고인돌마을","충청남도","청양군","전통문화체험+만들기체험+기타","간장과된장담그기+커피맷돌체험과커피방향제만들기+커피박키링만들기(행사용)+커피맷돌체험과바리스타체험+나만의바람개비만들기+바리스타체험(로스팅+핸드드립)+천연밀랍초만들기+청양고추냉면만들기+바리스타체험(다양한도구)+구지자장칼국수만들기체험","","","","충청남도 청양군 운곡면 고인돌길 37","최미애","","2017-10-24","","충청남도 청양군청","36.506949","126.830314","2025-01-07","B552149","한국농어촌공사"
"2736","구레울체험마을","충청남도","부여군","농작물경작체험+만들기체험+전통문화체험","겨울놀이+두부+밤맛탕만들기+밤줏기+호랭이콩따기+표고버섯+집풀공예품제작+완두콩따기+벼홀태+밤묵만들기+매실따기+대나무통밥+고구마캐기+고사리꺽기체험+낙화봉제작","","","","충청남도 부여군 내산면 홍내로천보길 149","정영임","041-834-5900","2017-10-24","","충청남도 부여군청","36.246236","126.763873","2025-01-07","B552149","한국농어촌공사"
"2750","그리고마을","충청남도","보령시","농작물경작체험+만들기체험+자연생태체험","고사리친구녹두전+자급자족캠핑+아크릴무드등+숲에서놀자+꽃과함께","","","","충청남도 보령시 미산면 내평봉성길 342","차해병","041-935-1005","2020-05-21","","충청남도 보령시청","36.227328","126.694263","2025-01-07","B552149","한국농어촌공사"
"2769","기쁨두배마을","충청남도","아산시","농작물경작체험+건강+만들기체험+기타","감자캐기+티매트만들기+체험관+찹쌀고추장만들기+장아찌만들기+장명루팔찌만들기+옥수수따기체험+오디따기+생두가원두로(로스팅체험)+생강레몬청만들기+사과따기+배청키트+배청만들기+배따기+계절김치담그기+고구마+땅콩캐기+김장하기+배깎두기만들기+나만의핸드드립+개복숭아효소만들기","","","","충청남도 아산시 둔포면 석곡길 101","정현주","041-532-6754","2017-10-24","","충청남도 아산시청","36.912144","127.056328","2025-01-07","B552149","한국농어촌공사"
"2772","길우지마을","충청남도","태안군","농작물경작체험+만들기체험+자연생태체험","고구마캐기체험+목공예체험+와송화분만들기체험","","","","충청남도 태안군 안면읍 길우지길 332-46","허진우","","2017-10-24","","충청남도 태안군청","36.466612","126.374935","2025-01-07","B552149","한국농어촌공사"
"2777","까치내마을","충청남도","청양군","농작물경작체험+자연생태체험+만들기체험","고깔모자만들기+참게어항꾸미기+지우개조각및장승깎기+밤줍기+미꾸라지+다슬기잡기+물놀이+물고기+야생화관찰+목각공예체험+농산물수확체험+구기자방울토마토따기","","","","충청남도 청양군 장평면 지천로 1241-8","황인석","","2017-10-24","","충청남도 청양군청","36.388498","126.860154","2025-01-07","B552149","한국농어촌공사"
"2779","꽃가꾸는대통령마을","충청남도","아산시","기타+자연생태체험+만들기체험","ATV(륜오토바이)+하바리움+천연비누패키지+하바리움+충무풀장+천연비누+자연숲걷기체험+윤보선대통령묘관람+완토란재배+역사체험+얼음썰매+야영+승마+산성체험+비가림포도+벽트리+방향제접기+꽃사슴구경하고놀기+나무가랜드+대보름축제+밤줍기체험+대통령묘소참배+MTB(산악자전거)","","","","충청남도 아산시 음봉면 충무로604번길 106-20","방병주","","2017-10-24","","충청남도 아산시청","36.834438","127.022954","2025-01-07","B552149","한국농어촌공사"
"2780","꽃내미풀꽃이랑마을","충청남도","공주시","농작물경작체험+만들기체험+기타","감자+손수건치자물들이기+차박팜핑체험+인성교육및활동+옥수수따기+알밤줍기+쑥개떡만들기+밤경단만들기+군밤+두부만들기+떡메치기(인절미만들기)+물놀이+꽃신만들기+고구마캐기","","","","충청남도 공주시 정안면 고성1길 250-34","임창빈","041-852-1255","2017-10-24","","충청남도 공주시청","36.591557","127.086973","2025-01-07","B552149","한국농어촌공사"
"2783","꽃뫼마을","충청남도","청양군","농작물경작체험+기타","냅킨공예+맥문동차마시기+맥문동화분심기+박쥐동굴체험+맥문동거심체험","","","","경기도 안성시 고삼면 이전봉산길 269","이춘복","041-943-8002","2017-10-24","","충청남도 청양군청","37.074195","127.286125","2025-01-07","B552149","한국농어촌공사"
"2785","꽃송아리마을","충청남도","서산시","농작물경작체험+만들기체험+전통문화체험","감자수확체험(kg)+유칼립투스꽃병꾸미기(소)+유칼립투스리스만들기+유칼립투스하바리움+추억의얼음썰매+팽이치기체험+제기만들기+정월대보름행사+재활용화분만들어모종심기(소)+재활용화분만들어모종심기+유칼립투스리스만들기(학생)+유칼립투스농부의하루+유칼립투스꽃병꾸미기+감자캐기체험(kg)+고구마캐기체험+대나무화분모종심기","","","","충청남도 서산시 팔봉면 한월당로 704","최기환","041-662-5783","2017-10-24","","충청남도 서산시청","36.808525","126.398554","2025-01-07","B552149","한국농어촌공사"
"2789","꾀꼴성마을","충청남도","아산시","농작물경작체험+만들기체험+기타","감자캐기체험+냅킨아트(에코백)+도예체험+레진아트+양봉체험+식사연계+시골밥상체험+손수건염색체험+서각체험+삼색칼국수만들기체험+민박체험+마을자원봉사+마스크스트랩만들기+탁본손수건만들기+카네이션볼펜만들기+철엽체험+천연비누만들기체험+젤리초만들기+이순신장군주먹밥만들기+연잎꽃차체험+양초체험+도토리묵체험+다도체험+낚시체험+고구마캐기체험+곡식문폐만들기+꽃볼펜만들기","","","","충청남도 아산시 음봉면 음봉로337번길 7-115","정현","041-546-2019","2017-10-24","","충청남도 아산시청","36.850284","127.045731","2025-01-07","B552149","한국농어촌공사"
"2799","남창마을","충청남도","천안시","농작물경작체험+자연생태체험","밤수확체험+솔향기걷기체험","","","","충청남도 천안시 서북구 성거읍 보명사길 27-1","유재홍","","2018-05-16","","충청남도 천안시청","36.863809","127.195828","2025-01-07","B552149","한국농어촌공사"
"2803","내이랑마을","충청남도","아산시","농작물경작체험+만들기체험+전통문화체험","가마솥두부만들기+토마토빙수만들기+수수부꾸미+수수도가니떡+사과효소만들기+사과따기+배청만들기+배따기체험+모종심기(토마토+블루베리)+떡메치기+대보름축제+토마토+오디비누만들기+체리따기+청국장만들기+유기농토마토따기+유기농대추방울토마토따기+오디효소만들기+오디쨈만들기+오디따기+아로니아따기+고추장만들기체험+김장하기+내이랑논학(모내기)+농경유물박물관+논학교(추수하기)+고구마캐기","","","","충청남도 아산시 영인면 신봉길 248","조혜정","041-544-4633","2017-10-24","","충청남도 아산시청","36.899697","126.996275","2025-01-07","B552149","한국농어촌공사"
"2815","노을지는갯마을","충청남도","태안군","농작물경작체험+만들기체험+기타","갯벌체험+마늘캐기+염색체험+염전체험+칠게잡이+봄화전부침체험+두부만들기","","","","충청남도 태안군 소원면 법산길 274-7","임하순","041-674-5842","2017-10-24","","충청남도 태안군청","36.741672","126.195602","2025-01-07","B552149","한국농어촌공사"
"2860","용경마을","충청남도","천안시","만들기체험+기타","요리만들기+천안호두건강음식조리체험+천안호두를이용한장류체험+호두와플만들기","","","","충청남도 천안시 동남구 광덕면 외보2길 67","정진풍","","2017-10-24","","충청남도 천안시청","36.6860104","127.0855077","2025-01-07","B552149","한국농어촌공사"
"2868","용봉산돌바위마을","충청남도","홍성군","기타+전통문화체험+만들기체험","고구마맛탕만들기체험+천연염색체험+이응노마을문화예술잔치+방울토마토따기체험+목공예체험+마을해설안내+딸기청만들기체험+딸기따기체험+도자기공예체험+고구마캐기체험","","","","충청남도 홍성군 홍북읍 이응노로 307","전상진","041-635-1470","2017-10-24","","충청남도 홍성군청","36.6314193","126.653511","2025-01-07","B552149","한국농어촌공사"
"2872","오서산산촌생태마을","충청남도","보령시","기타","고추따기체험+매실따기체험+산채취체험+밤줍기체험+두부만들기체험","","","","충청남도 보령시 청소면 넙티로 513-6","이남경","041-933-6882","2017-10-24","","충청남도 보령시청","36.44614379","126.641031","2025-01-07","B552149","한국농어촌공사"
"2873","오서산상담마을","충청남도","홍성군","만들기체험+건강+자연생태체험","농산물천연비누만들기+들꽃액자만들기+오서산밀뚝제비만들기+오서산치유정원원예치료+자연물공예체험+천연버물리연고만들기체험+편백미스트만들기+천연향초만들기체험+천연모기퇴치제만들기+오서산콩치유인형만들기+오서산치유음식체험+봄꽃천연비누만들기체험","","","","충청남도 홍성군 광천읍 오서길351번길 16","허인숙","041-642-0709","2017-10-24","","충청남도 홍성군청","36.4815009","126.6388126","2025-01-07","B552149","한국농어촌공사"
"2886","왕대골마을","충청남도","홍성군","기타+전통문화체험","겨울얼음축제+여름물놀이축제+음식체험+전통놀이체험+주말농장+장승만들기체험+연꽃축제+전통음식체험+서바이벌사격장+깡통열차체험+대나무공작체험","","","","충청남도 홍성군 구항면 구항길240번길 21","윤은선","","2017-10-24","","충청남도 홍성군청","36.5830161","126.6240259","2025-01-07","B552149","한국농어촌공사"
